Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
AT1G01590	AT1G01590	214229	217304	ferric-chelate reductase
PAP21	NIL			purple acid phosphatase
AJ011862	NIL			flavanoid 3',5'-hydroxylase [multifunctional]
CYP71Z7	NIL			<i>ent</i>-cassadiene-C2-hydroxylase
AT5G05590	AT5G05590	1666472	1668337	phosphoribosylanthranilate isomerase
TFP	NIL			thiocyanate forming protein
AAT	NIL			melon alcohol acetyltransferase
TPK2	AT2G44750	18458501	18459950	thiamin pyrophosphokinase
Cre12.g528450	Cre12.g528450			Cre12.g528450.t1.1
r9-LOX1	NIL			9-lipoxygenase
BALDH	NIL			benzaldehyde dehydrogenase
g11619.t1	g11619.t1	145796	148342	Cre18.g744400.t1.1
ASAT3				sucrose 4-isovaleroyl-2-<i>O</i>-acyltransferase
AT4G02520	AT4G02520	1110452	1111660	glutathione transferase
psbA		138790	145428	Photosystem Q(B) protein
Zm00001d015509	Zm00001d015509	94540334	94543558	Zm00001d015509_T001.1
RcCAS	NIL			cycloartenol synthase
PSE1	NIL			polyunsaturated fatty acid elongase
URnod-35	NIL			uricase
Atbcat-2	AT1G10070	3288089	3290473	branched-chain amino acid aminotransferase
HQ901358.1	NIL			Cinnamoyl-CoA reductase
AT1G68010	AT1G68010	25496881	25499651	hydroxypyruvate reductase
SMT3	AT1G76090	28555303	28556675	sterol 24-C-methyltransferase
Lj4g0017317	Lj4g0017317			Lj4g0017317.1
EF121452	NIL			Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase
AT5G49360	AT5G49360	20029105	20033968	hydrolase, hydrolyzing O-glycosyl compounds
Cr-1				pterin-4alpha-carbinolamine dehydratase
CYP99A3	NIL			9&beta;-pimara-7,15-diene oxidase
ASAT4				sucrose triacyl 6-<i>O</i>-acyltransferase
CYP719A13				benzylisoquinoline synthase
Zm00001d009264	Zm00001d009264	48669883	48672784	thiazole kinae
KSL4	ZEAMMB73_Zm00001d032858			dolabradiene synthase
HCHL	NIL			hydroxycinnamoyl-CoA hydratase lyase
Dusky	NIL			anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase
AlBSMT1	NIL			AlBSMT1 subunit
GAME6				steroid 22-hydroxylase
AT1G68560	AT1G68560	25737845	25741659	hydrolase, hydrolyzing O-glycosyl compounds//alpha-N-arabinofuranosidase
Seita.2G144400	Seita.2G144400			Seita.2G144400.1.p
CYP707A1	AT4G19230	10521390	10523972	abscisic acid 9'-hydroxylase / abscisic acid 8'-hydroxylase
BGD2	NIL			lotaustralin beta-glucosidase
CrtL-b	NIL			lycopene &beta;-cyclase
GAS	NIL			germacrene A synthase
AT1G65960	AT1G65960	24558084	24561094	glutamate decarboxylase
PsbW	AT2G30570	13025520	13027271	PSII-W subunit
LPP&epsilon;2	AT5G66450			plastidic phosphatidic acid phosphatase
1-FEH w2	NIL			1-FEH w2
AN3	NIL			flavanone 3beta-hydroxylase
SAD4	NIL			avenacin A glucosyltransferase
HSP90A		1362905	1367356	138117
AT3G43600	AT3G43600	15523595	15528494	aldehyde oxidase
Cnx6	AT2G43760	18139751	18141145	MPT synthase large subunit
AT4G39350	AT4G39350	18296903	18302186	cellulose synthase//transferase, transferring glycosyl groups
NIT4	AT5G22300	7379202	7381928	&beta;-cyano-L-alanine hydratase/nitrilase
CaDXMT1	NIL			caffeine synthase
Glyma.03G032600	Glyma.03G032600			Glyma.03G032600
AT3G61440	AT3G61440	22746722	22748953	cysteine synthase//L-3-cyanoalanine synthase
Pavir.1NG304500	Pavir.1NG304500			Pavir.1NG304500.1.p
GGH2	AT1G78680	29598674	29601163	gamma-glutamyl hydrolase
ids2	NIL			mugineic-acid 3-dioxygenase
dhfrts1				DHFR-TS subunit
AT2G31690	AT2G31690	13483170	13484624	triacylglycerol lipase
Cre06.g257000.t1.2	Cre06.g257000.t1.2	2140732	2144770	182359
Lj5g0007558	Lj5g0007558			Lj5g0007558.1
CLH2	AT5G43860	17647677	17649539	chlorophyllase
PsbC	ATCG00280	33720	35141	CP43
AT2G31490	AT2G31490	13419060	13420323	NADH-ubiquinone oxidoreductase subunit
TyrDC	NIL			tyrosine decarboxylase
DAO1	NIL			copper-containing amine oxidase
LUP2	AT1G78960	29701363	29706156	lupeol synthase
PPD1	AT4G15510			PsbP domain-containing protein 1
PPa6	AT5G09650	2991150	2993214	inorganic pyrophosphatase
AT1G69720	AT1G69720	26230529	26232243	heme oxygenase (decyclizing)
THCA	NIL			THCA synthase
AT5G56630	AT5G56630	22941148	22944189	6-phosphofructokinase
Lj3g0019691	Lj3g0019691			Lj3g0019691.1
Lj3g0014061	Lj3g0014061			Lj3g0014061.1
AT4G20150	AT4G20150	10888278	10889607	NADH-ubiquinone oxidoreductase subunit
AT4G16700	AT4G16700	9395658	9398330	phosphatidylserine decarboxylase
Bx9				DIMBOA UDP-glucosyltransferase
CHI1				chalcone isomerase 1
Lj3g0015854	Lj3g0015854			Lj3g0015854.1
GS1	NIL			GS1
AT5G03650	AT5G03650	931937	937640	1,4-alpha-glucan branching enzyme
pam	NIL			Phenylalanine aminomutase
vt2	Zm00001d008700	17394723	17398865	Zm00001d008700_T002.1
GA2ox3	NIL			gibberellin 2-oxidase
UGT85C2	NIL			UDP glucosyltransferase 85C2
Glyma.08G066800	Glyma.08G066800			Glyma.08G066800
TPK1	AT1G02880	642752	644903	thiamin pyrophosphokinase
Lj3g0005779	Lj3g0005779			Lj3g0005779.1
PdUGT94AF2				PdUGT94AF2
pGAT4	NIL			anthocyanin 5-aromatic acyltransferase
PAP	NIL			purple acid phosphatase
PSOMT1	NIL			(R,S)-reticuline 7-O-methyltransferase
NLP1	AT2G27450	11744510	11746768	N-carbamoylputrescine amidase
DGD2	AT4G00550			digalactosyldiacylglycerol synthase
CPS/KS	NIL			ent-kaurene synthase
Lj1g0027940	Lj1g0027940			Lj1g0027940.1
SGT3	NIL			glycosterol rhamnosyltransferase
TPS-LAS	NIL			levopimaradiene/abietadiene synthase
2&alpha;-O-benzoyltransferase	NIL			taxane 2alpha-O-benzoyltransferase
ASAT4				sucrose acetyltransferase
AT3G12260	AT3G12260	3908947	3910427	NADH-ubiquinone oxidoreductase B 14 kDa subunit
Glyma.U001500	Glyma.U001500			Glyma.U001500
PXG1	NIL			oat peroxygenase
IspH	AT4G34350	16428484	16431118	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase
AT3G53900	AT3G53900	19967634	19970019	uracil phosphoribosyltransferase
CYP86A1	AT5G58860	23783040	23785275	fatty acid &omega;-hydroxylase
CCR2	AT1G80820	30375464	30377562	cinnamoyl-CoA reductase
PsaL		1533891	1535862	Photosystem I reaction center subunit XI
AT2G22230	AT2G22230			3-hydroxyacyl-[acyl-carrier-protein] dehydratase
AT1G68260	AT1G68260			acyl-lipid thioesterase 3
PKp3	AT1G32440	11712142	11715092	pyruvate kinase, beta subunit
NSH2	AT1G05620	1679157	1681707	inosine nucleosidase
pVR1	NIL			vestitone reductase
NPDS1	NIL			neryl diphosphate synthase
<i>SOMT-9</i>	NIL			flavonol 3'-<i>O</i>-methyltransferase
AT3G06300	AT3G06300	1907588	1909810	oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors//procollagen-proline 4-dioxygenase
AT4G16820	AT4G16820	9467582	9469135	triacylglycerol lipase
ADC2	AT4G34710	16560067	16562974	arginine decarboxylase
CYP79D2	NIL			valine <i>N</i>-monooxygenase (oxime forming)
cob		545	1690	ChrepMp01
PAS2	AT5G10480			very-long-chain 3-hydroxyacyl-CoA dehydratase
AT2G15390	AT2G15390			alpha (1,2) fucosyltransferase 4
&delta;-OAT	AT5G46180			ornithine-&delta;-aminotransferase
HPL1	AT4G15440			HPL1
